Gene name	Brugia malayi (PRJNA10729) [WS285] protein stable ID	Homology type
TMUE_2000008535		
TMUE_2000008540		
TMUE_2000008541		
TMUE_2000008543		
TMUE_2000008554		
TMUE_2000008560	Bm7567.1	ortholog_one2many
TMUE_2000008562		
TMUE_2000008563		
TMUE_2000008565		
TMUE_2000008566		
TMUE_2000008567		
TMUE_2000008568		
TMUE_2000008574		
TMUE_2000008575		
TMUE_2000008576	Bm12337.1	ortholog_one2many
TMUE_2000008577		
TMUE_2000008578		
TMUE_2000008579		
TMUE_2000008580		
TMUE_2000008582		
TMUE_2000008587		
TMUE_2000008591		
TMUE_2000008594		
TMUE_2000008604	Bm9932.1	ortholog_one2many
TMUE_2000008605		
TMUE_2000008606		
TMUE_2000008609		
TMUE_2000008616		
TMUE_2000008617		
TMUE_2000008618		
TMUE_2000008619		
TMUE_2000008625	Bm4581.1	ortholog_one2many
TMUE_2000008625	Bm18594.1	ortholog_one2many
TMUE_2000008625	Bm7660.1	ortholog_one2many
TMUE_2000008639		
TMUE_2000008642		
TMUE_2000008654		
TMUE_2000008662		
TMUE_2000008665		
TMUE_2000008667		
TMUE_2000008668		
TMUE_2000008670		
TMUE_2000008671		
TMUE_2000008672	Bm7138.1	ortholog_one2one
TMUE_2000008673	Bm7620.1	ortholog_one2one
TMUE_2000008674		
TMUE_2000008675	Bm2771.1	ortholog_one2one
TMUE_2000008676		
TMUE_2000008677		
TMUE_2000008680		
TMUE_2000008683		
TMUE_2000008684		
TMUE_2000008685		
TMUE_2000008686		
TMUE_2000008687		
TMUE_2000008690		
TMUE_2000008692		
TMUE_2000008693		
TMUE_2000008696		
TMUE_2000008709		
TMUE_2000008712		
TMUE_2000008714		
TMUE_2000008716		
TMUE_2000008717	Bm3118a.1	ortholog_one2one
TMUE_2000008720	Bm2513a.1	ortholog_one2one
TMUE_2000008721		
TMUE_2000008723		
TMUE_2000008724	Bm17315.1	ortholog_one2one
TMUE_2000008725		
TMUE_2000008728		
TMUE_2000008733		
TMUE_2000008734	Bm2295.1	ortholog_one2one
TMUE_2000008736		
TMUE_2000008741		
TMUE_2000008745		
TMUE_2000008746		
TMUE_2000008747		
TMUE_2000008748		
TMUE_2000008758		
TMUE_2000008759		
TMUE_2000008760		
TMUE_2000008761		
TMUE_2000008763		
TMUE_2000008765		
TMUE_2000008766		
TMUE_2000008770		
TMUE_2000008771		
TMUE_2000008772		
TMUE_2000008773		
TMUE_2000008774		
TMUE_2000008776		
TMUE_2000008777		
TMUE_2000008778		
TMUE_2000008779		
TMUE_2000008780		
TMUE_2000008781		
TMUE_2000008783		
TMUE_2000008784		
TMUE_2000008785		
TMUE_2000008786		
TMUE_2000008796		
TMUE_2000008813		
TMUE_2000008817		
TMUE_2000008820		
TMUE_2000008821		
TMUE_2000008822		
TMUE_2000008823	Bm1926a.1	ortholog_one2many
TMUE_2000008824		
TMUE_2000008825		
TMUE_2000008826		
TMUE_2000008827		
TMUE_2000008828	Bm13809.1	ortholog_one2many
TMUE_2000008829		
TMUE_2000008831		
TMUE_2000008832		
TMUE_2000008834		
TMUE_2000008841		
TMUE_2000008843	Bm10984.1	ortholog_one2many
TMUE_2000008843	Bm3639.1	ortholog_one2many
TMUE_2000008846		
TMUE_2000008848		
TMUE_2000008852		
TMUE_2000008853		
TMUE_2000008854		
TMUE_2000008857		
TMUE_2000008859		
TMUE_2000008867	Bm3426.1	ortholog_one2many
TMUE_2000008868	Bm6645.2	ortholog_one2one
TMUE_2000008873		
TMUE_2000008874	Bm2193a.1	ortholog_one2one
TMUE_2000008875	Bm11123a.1	ortholog_one2many
TMUE_2000008886		
TMUE_2000008887	Bm7404.1	ortholog_one2many
TMUE_2000008888		
TMUE_2000008889		
TMUE_2000008900		
TMUE_2000008906		
TMUE_2000008907		
TMUE_2000008909		
TMUE_2000008913		
TMUE_2000008921		
TMUE_2000008932		
TMUE_2000008939		
TMUE_2000008944		
TMUE_2000008949		
TMUE_2000008951		
TMUE_2000008952		
TMUE_2000008953		
TMUE_2000008959		
TMUE_2000008960		
TMUE_2000008961		
TMUE_2000008967		
TMUE_2000008970	Bm4929.1	ortholog_one2many
TMUE_2000008971		
TMUE_2000008972		
TMUE_2000008977		
TMUE_2000008980		
TMUE_2000008981		
TMUE_2000008982		
TMUE_2000008983		
TMUE_2000008984		
TMUE_2000008985		
TMUE_2000008991		
TMUE_2000008992		
TMUE_2000008993		
TMUE_2000008994		
TMUE_2000008995		
TMUE_2000008997		
TMUE_2000008998		
TMUE_2000009000		
TMUE_2000009002		
TMUE_2000009006		
TMUE_2000009007		
TMUE_2000009008		
TMUE_2000009009		
TMUE_2000009010		
TMUE_2000009011	Bm9932.1	ortholog_one2many
TMUE_2000009012		
TMUE_2000009013		
TMUE_2000009014		
TMUE_2000009015		
TMUE_2000009019		
TMUE_2000009020		
TMUE_2000009024		
TMUE_2000009026		
TMUE_2000009027		
TMUE_2000009028	Bm4447.1	ortholog_one2many
TMUE_2000009033		
TMUE_2000009041		
TMUE_2000009042		
TMUE_2000009045		
TMUE_2000009046		
TMUE_2000009047		
TMUE_2000009048		
TMUE_2000009060		
TMUE_2000009062		
TMUE_2000009063		
TMUE_2000009073		
TMUE_2000009074		
TMUE_2000009075		
TMUE_2000009076		
TMUE_2000009077		
TMUE_2000009084		
TMUE_2000009085		
TMUE_2000009086		
TMUE_2000009090		
TMUE_2000009093		
TMUE_2000009097		
TMUE_2000009106		
TMUE_2000009111	Bm2877.1	ortholog_many2many
TMUE_2000009111	Bm7650.1	ortholog_many2many
TMUE_2000009111	Bm9762.1	ortholog_many2many
TMUE_2000009112	Bm9180.1	ortholog_one2many
TMUE_2000009113	Bm2877.1	ortholog_many2many
TMUE_2000009113	Bm7650.1	ortholog_many2many
TMUE_2000009113	Bm9762.1	ortholog_many2many
TMUE_2000009115		
TMUE_2000009116	Bm2874a.1	ortholog_many2many
TMUE_2000009116	Bm3206a.1	ortholog_many2many
TMUE_2000009116	Bm8720.1	ortholog_many2many
TMUE_2000009120		
TMUE_2000009125		
TMUE_2000009138		
TMUE_2000009144	Bm6149.1	ortholog_one2one
TMUE_2000009145		
TMUE_2000009146		
TMUE_2000009147		
TMUE_2000009151		
TMUE_2000009152		
TMUE_2000009156		
TMUE_2000009157		
TMUE_2000009160		
TMUE_2000009175		
TMUE_2000009178		
TMUE_2000009186	Bm4090.1	ortholog_one2one
TMUE_2000009194		
TMUE_2000009199		
TMUE_2000009202		
TMUE_2000009208		
TMUE_2000009211	Bm6353.1	ortholog_one2one
TMUE_2000009222		
TMUE_2000009224		
TMUE_2000009225		
TMUE_2000009226		
TMUE_2000009234		
TMUE_2000009236		
TMUE_2000009242		
TMUE_2000009243		
TMUE_2000009255		
TMUE_2000009259		
TMUE_2000009262		
TMUE_2000009263		
TMUE_2000009264		
TMUE_2000009283		
TMUE_2000009284		
TMUE_2000009286		
TMUE_2000009289		
TMUE_2000009293		
TMUE_2000009296		
TMUE_2000009297		
TMUE_2000009298		
TMUE_2000009299	Bm9932.1	ortholog_one2many
TMUE_2000009302		
TMUE_2000009306		
TMUE_2000009314		
TMUE_2000009315		
TMUE_2000009318	Bm7285.1	ortholog_one2one
TMUE_2000009320		
TMUE_2000009326	Bm4696b.1	ortholog_one2many
TMUE_2000009328		
TMUE_2000009329	Bm2102b.1	ortholog_one2one
TMUE_2000009343		
TMUE_2000009352		
TMUE_2000009353		
TMUE_2000009356		
TMUE_2000009357		
TMUE_2000009358		
TMUE_2000009365	Bm2265a.1	ortholog_one2one
TMUE_2000009366	Bm18133.1	ortholog_one2many
TMUE_2000009370		
TMUE_2000009371		
TMUE_2000009372		
TMUE_2000009374		
TMUE_2000009375		
TMUE_2000009376		
TMUE_2000009377		
TMUE_2000009383		
TMUE_2000009385		
TMUE_2000009388		
TMUE_2000009389		
TMUE_2000009390		
TMUE_2000009395		
TMUE_2000009396	Bm12920.2	ortholog_one2one
TMUE_2000009404		
TMUE_2000009416	Bm4100.1	ortholog_many2many
TMUE_2000009416	Bm4536.1	ortholog_many2many
TMUE_2000009419		
TMUE_2000009425		
TMUE_2000009432		
TMUE_2000009441		
TMUE_2000009442		
TMUE_2000009444	Bm3926b.1	ortholog_one2one
TMUE_2000009448		
TMUE_2000009456		
TMUE_2000009462		
TMUE_2000009466	Bm10971.1	ortholog_one2many
TMUE_2000009468		
TMUE_2000009479		
TMUE_2000009489		
TMUE_2000009491	Bm6386a.1	ortholog_one2many
TMUE_2000009492		
TMUE_2000009493		
TMUE_2000009494		
TMUE_2000009495		
TMUE_2000009496		
TMUE_2000009497		
TMUE_2000009498		
TMUE_2000009500		
TMUE_2000009502		
TMUE_2000009510		
TMUE_2000009518		
TMUE_2000009520		
TMUE_2000009522		
TMUE_2000009523		
TMUE_2000009524		
TMUE_2000009531		
TMUE_2000009532		
TMUE_2000009544		
TMUE_2000009551		
TMUE_2000009552		
TMUE_2000009557		
TMUE_2000009558		
TMUE_2000009564		
TMUE_2000009565		
TMUE_2000009566		
TMUE_2000009567		
TMUE_2000009568	Bm6387b.1	ortholog_one2one
TMUE_2000009570		
TMUE_2000009572		
TMUE_2000009573	Bm3005.1	ortholog_one2one
TMUE_2000009580		
TMUE_2000009581		
TMUE_2000009589		
TMUE_2000009592	Bm9892.1	ortholog_one2one
TMUE_2000009593	Bm4274.1	ortholog_one2many
TMUE_2000009597		
TMUE_2000009598		
TMUE_2000009602		
TMUE_2000009603		
TMUE_2000009606	Bm5599.2	ortholog_one2many
TMUE_2000009607		
TMUE_2000009608		
TMUE_2000009610		
TMUE_2000009611		
TMUE_2000009612		
TMUE_2000009613		
TMUE_2000009614		
TMUE_2000009617		
TMUE_2000009621		
TMUE_2000009628		
TMUE_2000009633		
TMUE_2000009634		
TMUE_2000009636		
TMUE_2000009637		
TMUE_2000009642		
TMUE_2000009645		
TMUE_2000009647	Bm5079.1	ortholog_one2many
TMUE_2000009652	Bm7367.1	ortholog_one2one
TMUE_2000009653	Bm3131.1	ortholog_one2one
TMUE_2000009654		
TMUE_2000009655		
TMUE_2000009657		
TMUE_2000009658		
TMUE_2000009659		
TMUE_2000009665		
TMUE_2000009667		
TMUE_2000009668		
TMUE_2000009669		
TMUE_2000009670		
TMUE_2000009671		
TMUE_2000009672		
TMUE_2000009674		
TMUE_2000009675		
TMUE_2000009678	Bm5673.1	ortholog_one2one
TMUE_2000009679		
TMUE_2000009680	Bm6987.1	ortholog_one2many
TMUE_2000009681	Bm3581a.1	ortholog_one2one
TMUE_2000009682		
TMUE_2000009683		
TMUE_2000009684		
TMUE_2000009686		
TMUE_2000009687		
TMUE_2000009689		
TMUE_2000009691		
TMUE_2000009692		
TMUE_2000009693		
TMUE_2000009695		
TMUE_2000009696		
TMUE_2000009697		
TMUE_2000009699	Bm6667.1	ortholog_one2one
TMUE_2000009705	Bm12493.1	ortholog_many2many
TMUE_2000009705	Bm4031.1	ortholog_many2many
TMUE_2000009706		
TMUE_2000009709		
TMUE_2000009712		
TMUE_2000009713		
TMUE_2000009715	Bm755.1	ortholog_one2many
TMUE_2000009716	Bm3127a.1	ortholog_one2one
TMUE_2000009718		
TMUE_2000009719		
TMUE_2000009720		
TMUE_2000009722		
TMUE_2000009723		
TMUE_2000009724		
TMUE_2000009725		
TMUE_2000009726		
TMUE_2000009727		
TMUE_2000009735		
TMUE_2000009736	Bm5731.1	ortholog_one2one
TMUE_2000009740		
TMUE_2000009741		
TMUE_2000009746		
TMUE_2000009750		
TMUE_2000009756	Bm5289.1	ortholog_one2one
TMUE_2000009757		
TMUE_2000009758	Bm2246a.1	ortholog_one2many
TMUE_2000009770		
TMUE_2000009771		
TMUE_2000009782		
TMUE_2000009788		
TMUE_2000009789		
TMUE_2000009790		
TMUE_2000009791		
TMUE_2000009798		
TMUE_2000009810		
TMUE_2000009814	Bm3930.1	ortholog_one2many
TMUE_2000009815		
TMUE_2000009817		
TMUE_2000009819		
TMUE_2000009820		
TMUE_2000009824	Bm6570.2	ortholog_one2many
TMUE_2000009826	Bm5677.1	ortholog_one2one
TMUE_2000009831		
TMUE_2000009834		
TMUE_2000009835		
TMUE_2000009836	Bm3073.1	ortholog_one2many
TMUE_2000009837	Bm3767.1	ortholog_many2many
TMUE_2000009837	Bm17214.1	ortholog_many2many
TMUE_2000009839		
TMUE_2000009840	Bm5980.1	ortholog_many2many
TMUE_2000009841		
TMUE_2000009842		
TMUE_2000009849	Bm11494a.1	ortholog_one2many
TMUE_2000009856		
TMUE_2000009858		
TMUE_2000009860		
TMUE_2000009861	Bm3579.1	ortholog_one2many
TMUE_2000009863		
TMUE_2000009869	Bm9932.1	ortholog_one2many
TMUE_2000009883		
TMUE_2000009884		
TMUE_2000009886	Bm5012a.1	ortholog_one2one
TMUE_2000009888		
TMUE_2000009890		
TMUE_2000009891		
TMUE_2000009893		
TMUE_2000009901		
TMUE_2000009911		
TMUE_2000009914		
TMUE_2000009915		
TMUE_2000009916		
TMUE_2000009918		
TMUE_2000009920	Bm17772.1	ortholog_one2many
TMUE_2000009920	Bm13910.1	ortholog_one2many
TMUE_2000009921		
TMUE_2000009923	Bm13724.1	ortholog_one2many
TMUE_2000009924	Bm4929.1	ortholog_one2many
TMUE_2000009931		
TMUE_2000009932		
TMUE_2000009934		
TMUE_2000009938		
TMUE_2000009943	Bm2199.1	ortholog_one2many
TMUE_2000009947		
TMUE_2000009948		
TMUE_2000009949		
TMUE_2000009953		
TMUE_2000009954		
TMUE_2000009955		
TMUE_2000009956		
TMUE_2000009962		
TMUE_2000009963	Bm7145.1	ortholog_one2many
TMUE_2000009964		
TMUE_2000009973		
TMUE_2000009974		
TMUE_2000009980		
TMUE_2000009985		
TMUE_2000009986		
TMUE_2000009987		
TMUE_2000009993		
TMUE_2000009997		
TMUE_2000009998		
TMUE_2000010003		
TMUE_2000010008		
TMUE_2000010009		
TMUE_2000010011		
TMUE_2000010012		
TMUE_2000010015		
TMUE_2000010019		
TMUE_2000010022	Bm6923b.1	ortholog_one2many
TMUE_2000010024		
TMUE_2000010026		
TMUE_2000010027		
TMUE_2000010028		
TMUE_2000010029	Bm7279.1	ortholog_one2many
TMUE_2000010030		
TMUE_2000010031	Bm18224.1	ortholog_one2many
TMUE_2000010032		
TMUE_2000010033		
TMUE_2000010034		
TMUE_2000010035		
TMUE_2000010036		
TMUE_2000010037		
TMUE_2000010038		
TMUE_2000010039		
TMUE_2000010042		
TMUE_2000010046		
TMUE_2000010048		
TMUE_2000010051		
TMUE_2000010059		
TMUE_2000010062		
TMUE_2000010064		
TMUE_2000010067		
TMUE_2000010071		
TMUE_2000010073		
TMUE_2000010076		
TMUE_2000010077		
TMUE_2000010081		
TMUE_2000010083	Bm9231.1	ortholog_one2many
TMUE_2000010084		
TMUE_2000010085		
TMUE_2000010086		
TMUE_2000010087		
TMUE_2000010088		
TMUE_2000010090		
TMUE_2000010093		
TMUE_2000010095	Bm6454.1	ortholog_many2many
TMUE_2000010095	Bm10520.1	ortholog_many2many
TMUE_2000010097		
TMUE_2000010098		
TMUE_2000010099	Bm11380.1	ortholog_one2one
TMUE_2000010112		
TMUE_2000010118		
TMUE_2000010119		
TMUE_2000010120		
TMUE_2000010123		
TMUE_2000010124		
TMUE_2000010132		
TMUE_2000010136		
TMUE_2000010137		
TMUE_2000010140		
TMUE_2000010150		
TMUE_2000010155		
TMUE_2000010156		
TMUE_2000010157		
TMUE_2000010158		
TMUE_2000010159		
TMUE_2000010160		
TMUE_2000010165		
TMUE_2000010168		
TMUE_2000010170		
TMUE_2000010173		
TMUE_2000010175		
TMUE_2000010176		
TMUE_2000010177		
TMUE_2000010178		
TMUE_2000010179		
TMUE_2000010180		
TMUE_2000010181		
TMUE_2000010185		
TMUE_2000010190		
TMUE_2000010193	Bm5692a.1	ortholog_one2one
TMUE_2000010194		
TMUE_2000010197		
TMUE_2000010200		
TMUE_2000010204		
TMUE_2000010219		
TMUE_2000010221		
TMUE_2000010222	Bm11935a.1	ortholog_one2one
TMUE_2000010223		
TMUE_2000010224		
TMUE_2000010225		
TMUE_2000010226		
TMUE_2000010227		
TMUE_2000010229		
TMUE_2000010231	Bm3714a.1	ortholog_one2one
TMUE_2000010232		
TMUE_2000010233		
TMUE_2000010235	Bm3630a.1	ortholog_one2one
TMUE_2000010236	Bm13665.1	ortholog_one2one
TMUE_2000010239	Bm1733a.1	ortholog_one2many
TMUE_2000010246		
TMUE_2000010252		
TMUE_2000010253		
TMUE_2000010254		
TMUE_2000010255		
TMUE_2000010257		
TMUE_2000010258		
TMUE_2000010259	Bm14759.1	ortholog_one2many
TMUE_2000010260		
TMUE_2000010261		
TMUE_2000010262	Bm7161.1	ortholog_many2many
TMUE_2000010262	Bm9987.1	ortholog_many2many
TMUE_2000010263	Bm6226a.1	ortholog_one2many
TMUE_2000010264	Bm6805.1	ortholog_one2many
TMUE_2000010265		
TMUE_2000010266		
TMUE_2000010267		
TMUE_2000010268	Bm8576.1	ortholog_one2many
TMUE_2000010269		
TMUE_2000010270		
TMUE_2000010271		
TMUE_2000010272		
TMUE_2000010273		
TMUE_2000010274		
TMUE_2000010275		
TMUE_2000010276	Bm637a.1	ortholog_one2many
TMUE_2000010277	Bm4566a.1	ortholog_one2many
TMUE_2000010278	Bm6939a.1	ortholog_one2many
TMUE_2000010279		
TMUE_2000010280		
TMUE_2000010281		
TMUE_2000010282	Bm5144a.1	ortholog_one2many
TMUE_2000010282	Bm2311a.1	ortholog_one2many
TMUE_2000010287	Bm6939a.1	ortholog_one2many
TMUE_2000010288		
TMUE_2000010292		
TMUE_2000010295		
TMUE_2000010296		
TMUE_2000010297	Bm2583.1	ortholog_one2many
TMUE_2000010298		
TMUE_2000010299		
TMUE_2000010300		
TMUE_2000010301		
TMUE_2000010305		
TMUE_2000010306		
TMUE_2000010307	Bm2874a.1	ortholog_many2many
TMUE_2000010307	Bm3206a.1	ortholog_many2many
TMUE_2000010307	Bm8720.1	ortholog_many2many
TMUE_2000010312	Bm10739a.1	ortholog_one2many
TMUE_2000010314		
TMUE_2000010315		
TMUE_2000010319		
TMUE_2000010320		
TMUE_2000010323		
TMUE_2000010328		
TMUE_2000010329		
TMUE_2000010336		
TMUE_2000010338		
TMUE_2000010342		
TMUE_2000010345		
TMUE_2000010346		
TMUE_2000010347		
TMUE_2000010348		
TMUE_2000010349		
TMUE_2000010350		
TMUE_2000010351		
TMUE_2000010355		
TMUE_2000010356		
TMUE_2000010357		
TMUE_2000010364		
TMUE_2000010365		
TMUE_2000010366		
TMUE_2000010367		
TMUE_2000010368		
TMUE_2000010369		
TMUE_2000010370		
TMUE_2000010373		
TMUE_2000010374		
TMUE_2000010375		
TMUE_2000010376		
TMUE_2000010377		
TMUE_2000010388		
TMUE_2000010389		
TMUE_2000010390		
TMUE_2000010396		
TMUE_2000010397		
TMUE_2000010402		
TMUE_2000010403	Bm5417.1	ortholog_many2many
TMUE_2000010403	Bm10562.1	ortholog_many2many
TMUE_2000010404		
TMUE_2000010405	Bm3990.1	ortholog_one2many
TMUE_2000010408	Bm8054.1	ortholog_one2many
TMUE_2000010409		
TMUE_2000010410	Bm4718.1	ortholog_one2many
TMUE_2000010411	Bm4448a.1	ortholog_one2many
TMUE_2000010412	Bm2445a.1	ortholog_one2many
TMUE_2000010413		
TMUE_2000010414		
TMUE_2000010417		
TMUE_2000010420		
TMUE_2000010421		
TMUE_2000010422		
TMUE_2000010424		
TMUE_2000010428		
TMUE_2000010429	Bm6870.1	ortholog_one2many
TMUE_2000010430		
TMUE_2000010431		
TMUE_2000010436		
TMUE_2000010437		
TMUE_2000010438		
TMUE_2000010442		
TMUE_2000010443		
TMUE_2000010449		
TMUE_2000010458		
TMUE_2000010459		
TMUE_2000010464		
TMUE_2000010470		
TMUE_2000010477	Bm6382.1	ortholog_one2many
TMUE_2000010478		
TMUE_2000010479		
TMUE_2000010481		
TMUE_2000010482		
TMUE_2000010497		
TMUE_2000010507		
TMUE_2000010509	Bm4241a.1	ortholog_one2one
TMUE_2000010530		
TMUE_2000010544		
TMUE_2000010546		
TMUE_2000010548		
TMUE_2000010556		
TMUE_2000010568		
TMUE_2000010569		
TMUE_2000010575		
TMUE_2000010581		
TMUE_2000010593		
TMUE_2000010596		
TMUE_2000010604		
TMUE_2000010609		
TMUE_2000010611		
TMUE_2000010617		
TMUE_2000010618	Bm4292a.1	ortholog_one2many
TMUE_2000010619	Bm8919.1	ortholog_many2many
TMUE_2000010619	Bm10912.1	ortholog_many2many
TMUE_2000010621		
TMUE_2000010625		
TMUE_2000010626	Bm11223.1	ortholog_many2many
TMUE_2000010626	Bm2547.2	ortholog_many2many
TMUE_2000010631		
TMUE_2000010633		
TMUE_2000010639	Bm14081.1	ortholog_one2many
TMUE_2000010640		
TMUE_2000010641		
TMUE_2000010643		
TMUE_2000010651		
TMUE_2000010657		
TMUE_2000010659	Bm5214.1	ortholog_one2many
TMUE_2000010660	Bm1969.1	ortholog_one2many
TMUE_2000010665	Bm1969.1	ortholog_one2many
TMUE_2000010666	Bm1969.1	ortholog_one2many
TMUE_2000010668	Bm5026.1	ortholog_one2many
TMUE_2000010669	Bm5974a.1	ortholog_one2one
TMUE_2000010671	Bm2416.1	ortholog_one2many
TMUE_2000010673		
TMUE_2000010678		
TMUE_2000010680		
TMUE_2000010683		
TMUE_2000010684		
TMUE_2000010686		
TMUE_2000010692		
TMUE_2000010693		
TMUE_2000010694		
TMUE_2000010698		
TMUE_2000010699		
TMUE_2000010700		
TMUE_2000010701	Bm3103.1	ortholog_one2many
TMUE_2000010705		
TMUE_2000010706		
TMUE_2000010709		
TMUE_2000010710		
TMUE_2000010711		
TMUE_2000010712		
TMUE_2000010714		
TMUE_2000010717		
TMUE_3000010720		
TMUE_3000010724		
TMUE_3000010734		
TMUE_3000010747		
TMUE_3000010748		
TMUE_3000010750		
TMUE_3000010757		
TMUE_3000010763		
TMUE_3000010770	Bm13666a.1	ortholog_one2one
TMUE_3000010774		
TMUE_3000010775		
TMUE_3000010778		
TMUE_3000010789	Bm13763.1	ortholog_one2many
TMUE_3000010807		
TMUE_3000010818		
TMUE_3000010823		
TMUE_3000010833		
TMUE_3000010835		
TMUE_3000010836		
TMUE_3000010856		
TMUE_3000010857		
TMUE_3000010859	Bm13680.1	ortholog_one2many
TMUE_3000010862		
TMUE_3000010872	Bm6683.1	ortholog_many2many
TMUE_3000010872	Bm5245.1	ortholog_many2many
TMUE_3000010876		
TMUE_3000010886		
TMUE_3000010887		
TMUE_3000010898		
TMUE_3000010899		
TMUE_3000010904	Bm7505a.1	ortholog_one2one
TMUE_3000010917		
TMUE_3000010919		
TMUE_3000010922		
TMUE_3000010923		
TMUE_3000010924		
TMUE_3000010934	Bm6540.1	ortholog_one2many
TMUE_3000010936	Bm4177.1	ortholog_one2many
TMUE_3000010944		
TMUE_3000010945		
TMUE_3000010948		
TMUE_3000010949		
TMUE_3000010958		
TMUE_3000010959		
TMUE_3000010965		
TMUE_3000010970		
TMUE_3000010977		
TMUE_3000010980		
TMUE_3000010982		
TMUE_3000010983	Bm4955b.1	ortholog_many2many
TMUE_3000010983	Bm2908.1	ortholog_many2many
TMUE_3000010983	Bm5833.1	ortholog_many2many
TMUE_3000010992		
TMUE_3000010993		
TMUE_3000010994		
TMUE_3000010999		
TMUE_3000011003		
TMUE_3000011012		
TMUE_3000011013		
TMUE_3000011016		
TMUE_3000011020		
TMUE_3000011030		
TMUE_3000011033		
TMUE_3000011043		
TMUE_3000011047	Bm10313.1	ortholog_many2many
TMUE_3000011047	Bm10162.1	ortholog_many2many
TMUE_3000011057		
TMUE_3000011058		
TMUE_3000011060		
TMUE_3000011069		
TMUE_3000011073		
TMUE_3000011077		
TMUE_3000011078		
TMUE_3000011079		
TMUE_3000011086		
TMUE_3000011087		
TMUE_3000011102	Bm10811a.1	ortholog_one2many
TMUE_3000011104		
TMUE_3000011105		
TMUE_3000011106		
TMUE_3000011107		
TMUE_3000011108		
TMUE_3000011109		
TMUE_3000011110	Bm8399a.1	ortholog_many2many
TMUE_3000011110	Bm1395.1	ortholog_many2many
TMUE_3000011111		
TMUE_3000011112		
TMUE_3000011113	Bm4745a.1	ortholog_one2many
TMUE_3000011114	Bm3720.1	ortholog_one2many
TMUE_3000011115	Bm3918.1	ortholog_one2many
TMUE_3000011116		
TMUE_3000011117		
TMUE_3000011118	Bm4908.1	ortholog_one2many
TMUE_3000011119	Bm13719.1	ortholog_one2many
TMUE_3000011120	Bm7871.1	ortholog_one2many
TMUE_3000011121	Bm6698.1	ortholog_one2many
TMUE_3000011122		
TMUE_3000011123	Bm14043.1	ortholog_one2many
TMUE_3000011124	Bm4312.1	ortholog_one2many
TMUE_3000011125	Bm4146.1	ortholog_one2many
TMUE_3000011126		
TMUE_3000011127		
TMUE_3000011129	Bm13786b.1	ortholog_one2many
TMUE_3000011130		
TMUE_3000011131	Bm7148.1	ortholog_one2many
TMUE_3000011132	Bm7590.1	ortholog_one2many
TMUE_3000011133		
TMUE_3000011134	Bm5031.1	ortholog_one2many
TMUE_3000011136		
TMUE_3000011137		
TMUE_3000011138		
TMUE_3000011139		
TMUE_3000011140		
TMUE_3000011142		
TMUE_3000011144		
TMUE_3000011145		
TMUE_3000011146		
TMUE_3000011148		
TMUE_3000011149	Bm6950.1	ortholog_one2many
TMUE_3000011160		
TMUE_3000011167		
TMUE_3000011168	Bm7430.1	ortholog_one2many
TMUE_3000011169	Bm18216.1	ortholog_one2many
TMUE_3000011170	Bm6435a.1	ortholog_one2many
TMUE_3000011171	Bm5893.2	ortholog_one2many
TMUE_3000011173		
TMUE_3000011174		
TMUE_3000011175	Bm5909a.1	ortholog_one2many
TMUE_3000011176	Bm6360.1	ortholog_one2many
TMUE_3000011177		
TMUE_3000011178	Bm7516.1	ortholog_one2many
TMUE_3000011179		
TMUE_3000011180		
TMUE_3000011181	Bm14080.1	ortholog_many2many
TMUE_3000011181	Bm17215.1	ortholog_many2many
TMUE_3000011182	Bm6202a.1	ortholog_one2many
TMUE_3000011183	Bm6486a.1	ortholog_one2many
TMUE_3000011184	Bm9327.1	ortholog_one2many
TMUE_3000011185		
TMUE_3000011186	Bm1932.1	ortholog_one2many
TMUE_3000011188	Bm4874.1	ortholog_one2many
TMUE_3000011189		
TMUE_3000011190	Bm7370.1	ortholog_one2many
TMUE_3000011191	Bm4949b.1	ortholog_one2many
TMUE_3000011192	Bm5845.1	ortholog_one2many
TMUE_3000011193		
TMUE_3000011194		
TMUE_3000011197		
TMUE_3000011207		
TMUE_3000011212	Bm6204.1	ortholog_one2one
TMUE_3000011214		
TMUE_3000011217		
TMUE_3000011218		
TMUE_3000011219	Bm7264e.1	ortholog_one2one
TMUE_3000011220	Bm13786b.1	ortholog_one2many
TMUE_3000011227		
TMUE_3000011230		
TMUE_3000011231		
TMUE_3000011233		
TMUE_3000011234		
TMUE_3000011235		
TMUE_3000011236		
TMUE_3000011237		
TMUE_3000011238		
TMUE_3000011239		
TMUE_3000011240		
TMUE_3000011241	Bm13917.1	ortholog_one2many
TMUE_3000011242		
TMUE_3000011243	Bm3671.1	ortholog_one2many
TMUE_3000011244	Bm3486.1	ortholog_one2many
TMUE_3000011245	Bm2252a.1	ortholog_one2many
TMUE_3000011246		
TMUE_3000011247		
TMUE_3000011248	Bm7188.1	ortholog_one2one
TMUE_3000011249		
TMUE_3000011250		
TMUE_3000011251		
TMUE_3000011252		
TMUE_3000011253		
TMUE_3000011254		
TMUE_3000011255	Bm4702.1	ortholog_one2many
TMUE_3000011256	Bm4318a.1	ortholog_one2many
TMUE_3000011257		
TMUE_3000011258		
TMUE_3000011259		
TMUE_3000011260	Bm7430.1	ortholog_one2many
TMUE_3000011261	Bm18216.1	ortholog_one2many
TMUE_3000011262		
TMUE_3000011263		
